Windows 11 v10.0.22621.1928
┌─────┬───────────────────────────────────────────────────────┬───────┬──────────┐
│ Id  │                         Name                          │ Index │ IndexHex │
│ 391 │ NtResetWriteWatch                                     │ 390   │ 0x186    │
│ 392 │ NtRestoreKey                                          │ 391   │ 0x187    │
│ 393 │ NtResumeProcess                                       │ 392   │ 0x188    │
│ 394 │ NtRevertContainerImpersonation                        │ 393   │ 0x189    │
│ 395 │ NtRollbackComplete                                    │ 394   │ 0x18a    │
│ 396 │ NtRollbackEnlistment                                  │ 395   │ 0x18b    │
│ 397 │ NtRollbackRegistryTransaction                         │ 396   │ 0x18c    │
│ 398 │ NtRollbackTransaction                                 │ 397   │ 0x18d    │
│ 399 │ NtRollforwardTransactionManager                       │ 398   │ 0x18e    │
│ 400 │ NtSaveKey                                             │ 399   │ 0x18f    │
│ 401 │ NtSaveKeyEx                                           │ 400   │ 0x190    │
│ 402 │ NtSaveMergedKeys                                      │ 401   │ 0x191    │
│ 403 │ NtSecureConnectPort                                   │ 402   │ 0x192    │
│ 404 │ NtSerializeBoot                                       │ 403   │ 0x193    │
│ 405 │ NtSetBootEntryOrder                                   │ 404   │ 0x194    │
│ 406 │ NtSetBootOptions                                      │ 405   │ 0x195    │
│ 407 │ NtSetCachedSigningLevel                               │ 406   │ 0x196    │
│ 408 │ NtSetCachedSigningLevel2                              │ 407   │ 0x197    │
│ 409 │ NtSetContextThread                                    │ 408   │ 0x198    │
│ 410 │ NtSetDebugFilterState                                 │ 409   │ 0x199    │
│ 411 │ NtSetDefaultHardErrorPort                             │ 410   │ 0x19a    │
│ 412 │ NtSetDefaultLocale                                    │ 411   │ 0x19b    │
│ 413 │ NtSetDefaultUILanguage                                │ 412   │ 0x19c    │
│ 414 │ NtSetDriverEntryOrder                                 │ 413   │ 0x19d    │
│ 415 │ NtSetEaFile                                           │ 414   │ 0x19e    │
│ 416 │ NtSetHighEventPair                                    │ 415   │ 0x19f    │
│ 417 │ NtSetHighWaitLowEventPair                             │ 416   │ 0x1a0    │
│ 418 │ NtSetIRTimer                                          │ 417   │ 0x1a1    │
│ 419 │ NtSetInformationCpuPartition                          │ 418   │ 0x1a2    │
│ 420 │ NtSetInformationDebugObject                           │ 419   │ 0x1a3    │
│ 421 │ NtSetInformationEnlistment                            │ 420   │ 0x1a4    │
│ 422 │ NtSetInformationIoRing                                │ 421   │ 0x1a5    │
│ 423 │ NtSetInformationJobObject                             │ 422   │ 0x1a6    │
│ 424 │ NtSetInformationKey                                   │ 423   │ 0x1a7    │
│ 425 │ NtSetInformationResourceManager                       │ 424   │ 0x1a8    │
│ 426 │ NtSetInformationSymbolicLink                          │ 425   │ 0x1a9    │
│ 427 │ NtSetInformationToken                                 │ 426   │ 0x1aa    │
│ 428 │ NtSetInformationTransaction                           │ 427   │ 0x1ab    │
│ 429 │ NtSetInformationTransactionManager                    │ 428   │ 0x1ac    │
│ 430 │ NtSetInformationVirtualMemory                         │ 429   │ 0x1ad    │
│ 431 │ NtSetInformationWorkerFactory                         │ 430   │ 0x1ae    │
│ 432 │ NtSetIntervalProfile                                  │ 431   │ 0x1af    │
│ 433 │ NtSetIoCompletion                                     │ 432   │ 0x1b0    │
│ 434 │ NtSetIoCompletionEx                                   │ 433   │ 0x1b1    │
│ 435 │ NtSetLdtEntries                                       │ 434   │ 0x1b2    │
│ 436 │ NtSetLowEventPair                                     │ 435   │ 0x1b3    │
│ 437 │ NtSetLowWaitHighEventPair                             │ 436   │ 0x1b4    │
│ 438 │ NtSetQuotaInformationFile                             │ 437   │ 0x1b5    │
│ 439 │ NtSetSecurityObject                                   │ 438   │ 0x1b6    │
│ 440 │ NtSetSystemEnvironmentValue                           │ 439   │ 0x1b7    │
│ 441 │ NtSetSystemEnvironmentValueEx                         │ 440   │ 0x1b8    │
│ 442 │ NtSetSystemInformation                                │ 441   │ 0x1b9    │
│ 443 │ NtSetSystemPowerState                                 │ 442   │ 0x1ba    │
│ 444 │ NtSetSystemTime                                       │ 443   │ 0x1bb    │
│ 445 │ NtSetThreadExecutionState                             │ 444   │ 0x1bc    │
│ 446 │ NtSetTimer2                                           │ 445   │ 0x1bd    │
│ 447 │ NtSetTimerEx                                          │ 446   │ 0x1be    │
│ 448 │ NtSetTimerResolution                                  │ 447   │ 0x1bf    │
│ 449 │ NtSetUuidSeed                                         │ 448   │ 0x1c0    │
│ 450 │ NtSetVolumeInformationFile                            │ 449   │ 0x1c1    │
│ 451 │ NtSetWnfProcessNotificationEvent                      │ 450   │ 0x1c2    │
│ 452 │ NtShutdownSystem                                      │ 451   │ 0x1c3    │
│ 453 │ NtShutdownWorkerFactory                               │ 452   │ 0x1c4    │
│ 454 │ NtSignalAndWaitForSingleObject                        │ 453   │ 0x1c5    │
│ 455 │ NtSinglePhaseReject                                   │ 454   │ 0x1c6    │
│ 456 │ NtStartProfile                                        │ 455   │ 0x1c7    │
│ 457 │ NtStopProfile                                         │ 456   │ 0x1c8    │
│ 458 │ NtSubmitIoRing                                        │ 457   │ 0x1c9    │
│ 459 │ NtSubscribeWnfStateChange                             │ 458   │ 0x1ca    │
│ 460 │ NtSuspendProcess                                      │ 459   │ 0x1cb    │
│ 461 │ NtSuspendThread                                       │ 460   │ 0x1cc    │
│ 462 │ NtSystemDebugControl                                  │ 461   │ 0x1cd    │
│ 463 │ NtTerminateEnclave                                    │ 462   │ 0x1ce    │
│ 464 │ NtTerminateJobObject                                  │ 463   │ 0x1cf    │
│ 465 │ NtTestAlert                                           │ 464   │ 0x1d0    │
│ 466 │ NtThawRegistry                                        │ 465   │ 0x1d1    │
│ 467 │ NtThawTransactions                                    │ 466   │ 0x1d2    │
│ 468 │ NtTraceControl                                        │ 467   │ 0x1d3    │
│ 469 │ NtTranslateFilePath                                   │ 468   │ 0x1d4    │
│ 470 │ NtUmsThreadYield                                      │ 469   │ 0x1d5    │
│ 471 │ NtUnloadDriver                                        │ 470   │ 0x1d6    │
│ 472 │ NtUnloadKey                                           │ 471   │ 0x1d7    │
│ 473 │ NtUnloadKey2                                          │ 472   │ 0x1d8    │
│ 474 │ NtUnloadKeyEx                                         │ 473   │ 0x1d9    │
│ 475 │ NtUnlockFile                                          │ 474   │ 0x1da    │
│ 476 │ NtUnlockVirtualMemory                                 │ 475   │ 0x1db    │
│ 477 │ NtUnmapViewOfSectionEx                                │ 476   │ 0x1dc    │
│ 478 │ NtUnsubscribeWnfStateChange                           │ 477   │ 0x1dd    │
│ 479 │ NtUpdateWnfStateData                                  │ 478   │ 0x1de    │
│ 480 │ NtVdmControl                                          │ 479   │ 0x1df    │
│ 481 │ NtWaitForAlertByThreadId                              │ 480   │ 0x1e0    │
│ 482 │ NtWaitForDebugEvent                                   │ 481   │ 0x1e1    │
│ 483 │ NtWaitForKeyedEvent                                   │ 482   │ 0x1e2    │
│ 484 │ NtWaitForWorkViaWorkerFactory                         │ 483   │ 0x1e3    │
│ 485 │ NtWaitHighEventPair                                   │ 484   │ 0x1e4    │
│ 486 │ NtWaitLowEventPair                                    │ 485   │ 0x1e5    │
└─────┴───────────────────────────────────────────────────────┴───────┴──────────┘
